A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
125,125,91,258,311,240,240,174,174,175,191,122,268,45,45,5,197,192,3,3,Anomaly
6,91,5,197,192,192,6,54,54,54,54,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,5,221,220,196,220,Anomaly
6,197,192,4,174,174,174,174,175,174,174,174,57,175,54,175,6,3,6,174,Anomaly
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,45,Anomaly
33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,Anomaly
6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,Anomaly
197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,Anomaly
192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,Anomaly
122,268,45,45,5,197,192,3,3,6,91,5,197,192,192,6,54,54,54,54,Anomaly
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,5,Anomaly
3,197,5,5,5,5,91,5,5,3,6,162,6,5,5,91,3,3,6,91,Anomaly
5,5,3,6,5,162,3,5,3,5,5,5,91,192,5,91,6,3,91,3,Anomaly
5,3,5,192,3,5,6,197,5,5,5,3,5,3,162,5,5,5,5,3,Anomaly
3,3,91,5,3,6,6,5,3,78,5,6,5,6,6,3,3,5,91,91,Anomaly
91,162,3,5,3,5,3,5,91,3,3,3,192,3,3,5,5,91,3,91,Anomaly
5,5,6,5,3,5,5,5,5,162,3,197,3,197,5,5,3,91,5,5,Anomaly
5,3,3,197,3,3,5,3,3,3,5,3,5,3,168,3,3,265,3,3,Anomaly
168,3,168,265,292,265,265,3,3,3,3,3,3,265,3,3,265,3,3,168,Anomaly
3,3,168,3,3,265,168,265,168,3,146,168,3,3,3,265,3,168,168,168,Anomaly
3,265,3,292,3,168,3,168,146,168,3,265,3,168,265,3,168,168,3,265,Anomaly
3,265,265,3,3,265,3,3,3,265,168,168,3,168,3,3,168,3,3,168,Anomaly
3,265,265,168,265,3,3,265,265,168,3,3,265,3,168,168,168,265,168,3,Anomaly
265,168,265,265,3,265,265,168,5,168,168,3,168,168,265,3,168,3,265,168,Anomaly
168,265,265,265,168,168,3,3,3,168,265,168,3,168,168,3,265,265,168,3,Anomaly
292,168,168,168,265,3,168,3,168,146,168,168,168,168,3,3,3,3,3,3,Anomaly
3,168,3,168,3,3,3,168,168,168,168,168,6,168,3,168,265,3,168,168,Anomaly
146,168,3,3,168,3,146,168,3,168,3,3,168,168,3,168,265,146,122,168,Anomaly
168,168,168,168,3,146,146,168,3,3,168,168,3,168,3,168,3,3,3,168,Anomaly
168,3,168,3,3,3,146,168,3,3,168,3,168,168,168,168,146,3,168,168,Anomaly
3,3,265,168,265,168,168,168,168,168,168,3,168,146,3,168,3,3,168,3,Anomaly
168,3,3,3,168,3,3,3,3,3,3,3,168,3,3,3,3,3,3,3,Anomaly
168,3,3,3,146,168,3,3,168,168,146,168,3,3,146,168,146,168,168,3,Anomaly
168,3,168,3,168,168,3,168,3,3,168,168,168,3,168,3,3,168,168,168,Anomaly
3,146,168,168,168,3,146,168,3,3,3,168,146,3,168,3,168,168,3,168,Anomaly
3,146,168,3,265,168,168,168,3,168,168,3,3,3,265,265,146,3,168,3,Anomaly
146,3,168,265,146,265,265,3,3,168,168,3,265,168,265,265,265,3,146,3,Anomaly
168,168,265,265,168,3,168,3,265,168,3,3,3,146,265,265,265,3,3,168,Anomaly
265,265,3,168,168,168,3,3,168,168,3,265,168,265,265,168,168,168,265,146,Anomaly
168,168,146,168,168,168,3,168,265,265,3,168,168,146,168,265,265,3,168,168,Anomaly
168,168,265,168,265,265,3,265,3,168,168,3,168,265,265,146,265,265,265,168,Anomaly
168,265,3,168,168,3,3,265,3,265,168,265,168,168,168,168,3,168,78,265,Anomaly
168,168,265,265,168,3,265,168,3,146,265,146,168,168,168,265,4,168,168,3,Anomaly
168,3,168,168,78,4,168,4,265,168,168,265,168,168,3,168,265,146,168,168,Anomaly
168,265,3,3,4,19,4,19,19,4,19,3,3,168,168,265,265,265,3,3,Anomaly
3,168,265,3,168,168,168,168,265,168,168,168,265,168,146,168,265,265,146,3,Anomaly
3,265,3,168,3,265,168,3,265,168,168,168,3,265,3,168,265,168,3,265,Anomaly
265,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,240,Anomaly
240,240,240,240,91,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Anomaly
219,219,219,219,219,219,219,240,240,240,240,240,240,240,219,219,219,240,240,240,Anomaly
240,219,219,240,240,240,219,219,219,219,219,219,219,219,219,219,240,240,240,219,Anomaly
240,219,91,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Anomaly
219,219,219,219,219,219,240,240,240,240,240,240,240,240,240,240,240,219,219,219,Anomaly
219,219,219,219,219,219,219,219,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
219,219,219,219,219,219,219,240,240,240,240,240,4,4,4,240,4,4,4,240,Anomaly
4,240,240,240,240,240,240,240,240,4,240,240,4,4,4,4,4,240,240,4,Anomaly
240,240,240,4,240,4,240,4,4,4,240,4,240,4,240,240,4,4,240,4,Anomaly
240,240,240,240,240,240,240,240,240,240,240,4,240,240,240,4,4,4,240,240,Anomaly
240,240,240,240,240,240,4,240,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,265,265,3,265,3,4,265,265,265,265,4,4,265,4,Anomaly
221,240,265,4,4,265,240,240,240,240,265,265,240,118,4,265,4,265,240,265,Anomaly
240,118,4,4,221,221,265,265,4,265,4,4,4,4,265,265,265,4,4,265,Anomaly
4,265,240,4,265,4,265,265,3,3,265,265,3,240,4,265,140,4,3,265,Anomaly
194,221,221,240,265,240,265,4,4,4,4,265,4,4,265,4,4,265,4,3,Anomaly
4,265,265,4,4,4,3,221,265,240,265,240,240,265,265,140,4,3,4,265,Anomaly
118,240,265,265,240,4,240,221,4,221,265,118,3,4,3,4,3,4,265,3,Anomaly
240,4,265,265,3,265,118,175,174,174,174,57,175,54,175,6,3,6,174,174,Anomaly
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,45,33,Anomaly
192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,Anomaly
33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,Anomaly
192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,192,Anomaly
243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,Anomaly
268,45,45,5,197,192,3,3,6,91,5,265,221,265,221,240,221,240,221,221,Anomaly
221,265,221,221,221,140,3,221,221,265,240,265,265,221,265,240,221,240,265,221,Anomaly
221,265,221,265,221,221,221,265,265,221,265,265,265,221,265,221,265,265,240,265,Anomaly
221,265,240,265,221,221,265,265,265,221,240,265,221,221,265,221,265,240,221,265,Anomaly
221,221,265,221,221,240,221,265,221,221,221,221,221,221,265,3,221,3,140,265,Anomaly
240,240,265,240,221,221,240,221,221,221,221,265,265,265,265,265,265,240,240,33,Anomaly
78,240,240,240,240,265,39,78,196,38,265,240,4,78,265,265,4,78,3,4,Anomaly
265,4,265,4,219,219,240,265,240,195,265,4,265,265,4,3,240,4,240,265,Anomaly
240,3,78,19,78,240,78,78,3,240,3,3,78,265,240,265,4,265,4,3,Anomaly
240,5,265,3,5,265,3,265,4,3,240,240,240,5,265,4,4,5,6,240,Anomaly
4,240,5,3,240,240,3,3,240,240,3,240,240,240,19,19,78,265,78,240,Anomaly
240,240,3,5,78,240,3,240,38,19,240,4,265,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,175,174,174,174,57,175,54,175,6,3,6,174,Anomaly
122,268,45,45,5,197,192,3,3,6,91,5,197,192,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,192,Anomaly
192,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,168,265,168,168,168,Anomaly
265,168,168,168,168,168,168,265,168,168,265,168,168,168,265,265,168,168,265,168,Anomaly
168,168,168,265,265,168,168,168,168,265,265,168,168,265,102,265,168,265,265,168,Anomaly
168,265,265,168,168,168,168,168,102,168,265,168,168,168,168,102,168,265,168,168,Anomaly
168,168,168,168,168,168,265,168,265,168,168,168,168,168,168,168,265,168,168,102,Anomaly
168,265,168,168,168,265,168,168,265,102,168,168,168,265,168,168,168,168,168,168,Anomaly
265,168,265,168,168,168,168,265,265,168,265,168,265,265,168,168,265,168,168,168,Anomaly
265,168,168,265,265,102,168,265,168,168,168,168,168,168,168,265,102,265,168,168,Anomaly
265,168,168,168,168,168,168,265,168,168,168,168,168,168,168,168,168,168,265,168,Anomaly
168,168,168,168,265,168,168,265,265,265,265,168,168,168,168,168,168,168,168,168,Anomaly
168,168,168,168,168,168,265,168,168,168,168,168,265,168,168,168,102,168,168,265,Anomaly
168,168,168,168,168,168,102,168,168,168,168,168,168,168,102,168,265,168,168,168,Anomaly
168,265,168,102,168,168,168,168,168,168,168,168,168,168,175,174,174,174,57,175,Anomaly
54,175,6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,Anomaly
33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,Anomaly
192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,Anomaly
3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,Anomaly
240,240,174,174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,Anomaly
192,6,54,54,54,54,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,174,174,174,174,174,174,5,221,220,196,220,265,265,265,168,265,Anomaly
168,168,168,168,168,168,168,168,265,168,168,265,168,265,265,265,265,168,265,168,Anomaly
168,265,265,168,265,265,168,168,102,168,265,168,265,168,265,102,265,102,168,168,Anomaly
265,168,265,168,168,168,265,168,168,168,265,168,265,168,168,168,168,168,168,168,Anomaly
265,102,265,265,168,265,168,168,265,168,168,168,168,265,168,265,168,265,265,168,Anomaly
168,168,168,168,168,168,168,168,168,265,168,168,168,265,168,265,168,168,168,168,Anomaly
168,168,265,168,168,168,168,168,168,265,168,265,265,168,168,168,168,168,168,265,Anomaly
265,265,168,168,168,168,168,168,265,168,168,168,168,168,168,168,168,168,168,265,Anomaly
168,168,265,102,168,168,168,168,168,168,265,265,168,265,168,168,168,265,168,168,Anomaly
265,168,168,168,102,168,168,168,265,168,168,168,168,168,168,168,168,168,265,168,Anomaly
168,168,168,168,168,168,168,168,168,168,168,168,265,168,168,168,168,265,168,168,Anomaly
168,168,168,168,168,168,168,168,168,168,265,168,168,162,162,162,162,114,162,162,Anomaly
114,162,162,162,162,162,162,162,162,162,162,162,162,162,114,162,162,162,162,114,Anomaly
162,162,162,162,114,114,162,162,162,162,114,162,114,162,162,162,162,114,162,114,Anomaly
162,162,162,162,162,162,162,162,162,162,114,114,162,162,162,162,162,162,162,162,Anomaly
162,162,162,162,162,162,162,162,3,3,5,5,5,5,6,197,3,197,3,3,Anomaly
6,6,91,5,5,3,3,5,5,6,5,3,91,3,5,197,5,5,5,5,Anomaly
5,5,6,3,5,3,192,5,3,5,192,5,91,5,5,5,5,5,5,197,Anomaly
3,3,91,91,91,5,91,5,5,91,5,5,91,91,91,91,3,3,197,5,Anomaly
5,5,192,5,5,3,3,5,6,3,3,3,3,6,91,91,5,91,5,192,Anomaly
3,6,5,5,91,3,5,3,5,6,192,5,5,3,5,6,5,6,6,5,Anomaly
5,3,141,3,3,5,6,3,5,141,5,5,6,5,6,192,6,5,6,3,Anomaly
5,5,5,3,3,91,5,5,5,3,3,175,174,174,174,57,175,54,175,6,Anomaly
3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,Anomaly
197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,Anomaly
192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,Anomaly
174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,192,6,54,Anomaly
54,54,54,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,174,174,174,5,221,220,196,220,6,197,192,4,174,174,174,174,Anomaly
174,174,174,5,3,91,3,141,91,192,192,91,5,5,5,192,162,6,3,3,Anomaly
3,197,3,5,91,3,91,3,5,3,5,5,3,78,162,3,192,5,3,91,Anomaly
192,5,91,3,5,3,3,162,3,197,6,5,5,6,5,6,3,5,192,6,Anomaly
5,5,5,5,3,3,3,6,6,6,5,3,5,192,3,5,5,3,5,91,Anomaly
3,5,5,3,91,91,91,3,192,197,91,3,5,5,6,5,5,3,6,197,Anomaly
3,91,5,5,3,3,5,5,5,5,6,5,5,6,5,5,3,5,91,3,Anomaly
6,6,91,5,91,3,3,5,3,91,91,91,5,6,3,192,3,6,141,197,Anomaly
5,3,5,3,3,6,91,197,91,5,192,91,5,5,5,91,6,6,3,197,Anomaly
5,265,168,265,168,265,168,168,168,168,168,168,265,168,168,168,168,168,265,102,Anomaly
168,265,168,168,265,168,168,168,168,265,265,168,168,168,168,265,168,168,265,168,Anomaly
168,168,168,168,265,168,168,168,168,168,168,265,265,168,265,168,168,168,168,265,Anomaly
168,265,168,168,265,168,168,265,168,168,168,168,168,265,168,168,168,265,265,168,Anomaly
265,168,168,168,168,168,265,265,168,168,168,168,265,168,102,168,168,168,168,168,Anomaly
102,265,168,168,168,168,168,168,168,168,168,168,168,168,168,168,102,265,265,168,Anomaly
168,102,168,102,265,168,265,168,168,168,168,168,265,265,168,265,265,265,168,265,Anomaly
168,168,168,168,102,265,168,265,265,265,265,168,168,168,168,265,168,168,102,265,Anomaly
265,168,168,265,265,168,168,168,168,168,168,265,168,168,265,265,168,168,168,168,Anomaly
102,168,265,168,265,265,168,168,168,168,168,265,168,168,168,102,168,265,168,265,Anomaly
168,168,265,168,168,265,168,168,168,168,168,168,168,168,168,168,168,168,168,168,Anomaly
54,175,120,175,175,3,175,175,120,175,120,175,120,175,175,120,175,3,3,3,Normal
175,120,175,175,175,7,3,3,175,120,175,7,175,7,119,174,54,3,3,175,Normal
175,3,120,175,175,120,175,120,120,175,175,54,140,3,175,120,175,175,175,175,Normal
175,174,7,175,7,119,3,3,175,3,175,175,120,175,7,175,3,175,120,175,Normal
175,54,7,174,3,175,120,7,175,175,120,175,175,3,175,120,175,3,3,120,Normal
175,120,175,175,7,54,175,120,175,7,175,7,119,174,54,3,120,175,175,120,Normal
54,3,120,175,175,54,140,175,175,174,54,175,120,175,175,54,140,175,174,174,Normal
174,57,175,54,175,6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,Normal
174,174,174,174,174,174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,Normal
192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,Normal
3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,Normal
6,33,5,3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,Normal
91,258,311,240,240,174,174,175,191,122,268,45,45,5,197,192,3,3,6,91,Normal
5,197,192,192,6,54,54,54,54,174,174,174,174,174,174,174,174,174,174,174,Normal
174,174,174,174,174,174,174,174,174,174,174,174,174,5,221,220,196,196,196,196,Normal
196,196,196,196,196,196,196,220,6,197,192,4,4,4,4,174,174,174,174,174,Normal
174,174,174,174,174,174,174,6,91,6,311,78,78,265,102,102,102,13,102,102,Normal
102,102,6,5,197,192,3,3,6,91,5,197,192,3,3,6,91,195,102,102,Normal
78,168,102,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,Normal
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,Normal
6,265,78,4,78,78,265,240,240,78,265,102,102,102,13,102,102,102,102,6,Normal
195,5,197,192,3,3,6,91,195,102,102,78,168,102,168,54,102,6,265,78,Normal
4,240,168,54,102,6,265,78,78,265,102,102,102,13,102,102,102,102,6,195,Normal
5,197,192,3,3,6,91,195,102,102,78,168,102,6,78,102,168,54,102,6,Normal
265,78,78,78,265,240,240,78,265,102,102,102,13,102,102,102,102,6,195,5,Normal
197,192,3,3,6,91,195,102,102,78,168,102,168,54,102,6,265,78,4,78,Normal
78,265,240,240,78,219,311,240,240,240,78,78,265,78,240,240,240,240,33,196,Normal
196,196,196,196,196,195,5,5,6,5,4,4,4,4,4,4,4,4,4,4,Normal
4,118,6,38,4,78,78,265,240,240,240,240,265,265,78,265,265,78,265,265,Normal
33,39,5,4,265,265,78,265,265,4,4,265,265,78,265,265,4,265,265,265,Normal
4,6,265,78,78,265,240,240,240,265,265,78,265,265,78,265,265,33,39,5,Normal
4,265,265,78,265,265,4,265,265,265,4,6,265,4,78,78,265,240,240,33,Normal
196,196,196,196,196,196,195,5,5,6,5,4,4,4,4,4,4,4,4,4,Normal
4,4,118,6,38,4,78,78,265,240,78,240,4,240,240,4,219,6,63,6,Normal
5,221,6,221,63,6,11,45,33,192,33,5,197,192,6,33,5,3,197,192,Normal
192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,192,6,192,Normal
243,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,45,45,174,174,Normal
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Normal
174,272,197,5,197,192,3,6,91,5,197,192,3,6,91,340,340,340,192,197,Normal
192,3,3,197,192,4,91,6,91,6,91,6,175,174,174,174,57,175,54,175,Normal
6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Normal
174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,Normal
3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,Normal
6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,Normal
192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,Normal
174,174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,192,6,Normal
54,54,54,54,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Normal
174,174,174,174,174,174,174,174,5,221,220,240,311,78,33,195,196,78,195,195,Normal
195,195,195,195,195,195,195,195,78,78,78,33,33,33,5,197,192,3,3,6,Normal
91,195,195,196,196,196,196,196,196,91,6,91,6,268,5,197,192,5,197,192,Normal
78,265,240,240,240,5,197,4,240,78,265,240,240,3,78,265,240,240,197,4,Normal
240,78,265,240,240,240,6,240,4,240,78,265,240,78,265,240,78,219,240,311,Normal
78,196,78,265,240,240,5,5,197,78,5,207,6,94,78,265,240,240,4,78,Normal
265,5,3,196,240,102,168,168,102,240,240,240,78,265,240,240,240,78,240,196,Normal
78,265,240,240,240,196,78,265,240,240,240,196,78,195,195,195,195,195,195,195,Normal
195,195,195,78,265,240,240,240,196,240,240,240,78,240,265,240,78,265,240,6,Normal
240,219,175,174,174,174,57,175,54,175,6,3,6,174,174,174,174,174,174,174,Normal
174,174,174,174,174,174,174,174,174,174,174,174,11,45,33,192,33,5,197,192,Normal
6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,Normal
192,125,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,Normal
33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,Normal
192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,Normal
6,33,5,3,197,192,192,6,33,5,3,197,192,125,192,6,192,192,243,125,Normal
125,125,125,125,125,125,125,125,125,192,125,125,125,125,125,125,125,91,45,45,Normal
195,195,195,195,196,196,196,195,33,195,195,33,195,5,197,192,3,3,3,3,Normal
3,3,3,3,3,6,91,195,33,195,3,3,3,3,3,3,3,3,6,91,Normal
5,197,192,3,3,3,3,45,3,3,3,3,3,3,45,3,3,3,3,3,Normal
3,3,6,91,33,33,33,33,192,3,3,3,3,3,6,13,33,197,3,4,Normal
4,4,5,5,4,197,33,33,3,45,4,140,4,91,33,5,3,3,3,3,Normal
3,3,3,3,4,6,91,4,4,6,91,4,311,240,240,240,78,240,240,33,Normal
195,196,240,78,240,33,195,196,78,78,78,78,33,33,33,5,197,192,3,3,Normal
6,91,195,195,196,196,196,196,78,192,91,168,102,4,240,240,78,265,240,240,Normal
78,33,195,196,78,78,78,78,33,33,33,5,197,192,3,3,6,91,195,195,Normal
196,196,196,196,4,78,265,240,240,33,195,78,78,78,3,195,4,240,240,78,Normal
265,240,6,240,78,219,91,3,3,6,91,240,5,3,197,192,192,6,3,180,Normal
180,174,6,6,5,220,221,221,221,221,221,221,221,221,221,221,221,221,221,221,Normal
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,Normal
221,221,221,221,221,221,221,221,221,220,6,63,6,5,63,6,11,45,33,192,Normal
33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,Normal
5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,Normal
192,6,33,5,3,197,192,192,192,6,192,192,243,125,125,125,125,125,125,197,Normal
192,102,3,6,125,6,33,125,221,5,3,5,5,220,3,6,3,192,5,221,Normal
5,3,3,3,3,3,6,11,45,33,192,33,5,197,192,6,33,5,3,197,Normal
3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,Normal
33,5,3,197,192,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,Normal
5,197,192,3,3,6,91,201,54,195,196,196,38,6,6,6,311,13,240,78,Normal
78,240,240,78,265,240,240,78,5,221,78,5,6,9,195,10,195,5,140,3,Normal
195,3,10,221,6,6,78,78,265,240,240,240,78,265,240,78,13,78,13,78,Normal
265,240,240,240,78,265,240,78,5,5,197,78,5,207,94,6,240,78,265,240,Normal
240,4,78,265,240,240,118,38,197,6,4,78,265,240,240,78,265,240,78,240,Normal
4,240,240,78,4,240,78,265,240,240,78,265,240,78,240,219,91,4,168,42,Normal
102,102,168,168,168,4,240,240,168,102,4,168,4,168,168,4,168,4,168,6,Normal
168,3,102,168,3,102,168,3,102,240,240,168,3,102,6,168,168,168,240,3,Normal
240,240,240,240,240,102,168,240,3,240,240,240,240,240,102,168,3,102,168,102,Normal
6,6,240,240,102,102,78,168,168,42,221,221,221,221,221,221,221,221,168,102,Normal
168,102,6,6,168,168,42,221,221,221,221,221,221,221,221,168,102,168,102,6,Normal
6,168,240,240,240,240,240,240,240,240,240,240,240,4,168,42,221,221,221,221,Normal
221,221,221,221,168,240,3,240,240,240,240,240,102,168,4,168,168,168,42,168,Normal
168,168,168,11,45,33,192,33,5,197,192,6,33,5,3,197,192,125,192,192,Normal
192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,Normal
197,192,192,192,6,33,5,3,197,192,192,192,192,6,33,5,3,197,192,192,Normal
192,192,6,33,5,3,197,192,192,192,6,192,192,243,125,125,125,125,125,125,Normal
125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,268,Normal
45,45,5,197,192,3,3,6,91,155,157,266,160,159,159,78,5,5,197,192,Normal
3,3,6,91,331,160,159,192,125,120,168,168,240,5,5,3,3,3,3,3,Normal
3,3,3,6,91,240,125,4,265,5,192,125,5,192,125,91,199,168,4,4,Normal
168,4,3,4,265,265,168,4,4,168,4,3,4,265,265,168,4,265,331,4,Normal
265,265,168,3,6,6,311,168,168,42,221,221,221,221,221,221,221,221,168,4,Normal
125,168,240,6,168,168,168,168,102,102,6,6,168,4,168,42,221,221,221,221,Normal
221,221,221,221,168,3,102,102,168,102,168,102,6,6,168,168,42,221,221,221,Normal
6,168,168,42,4,168,4,168,102,168,168,168,168,168,102,102,6,6,168,4,Normal
168,42,221,221,221,221,221,221,221,221,168,3,102,102,168,102,168,102,6,6,Normal
168,168,42,221,221,221,221,221,221,221,221,168,102,3,168,102,168,102,6,6,Normal
168,168,42,221,221,221,221,221,221,221,221,168,102,168,102,6,6,168,4,168,Normal
42,221,221,221,221,221,221,221,221,168,125,125,125,125,91,45,45,5,5,5,Normal
5,195,5,197,192,197,140,3,197,140,3,140,3,140,140,140,197,140,140,6,Normal
3,91,140,140,3,140,240,140,140,3,140,140,3,140,3,140,3,140,3,140,Normal
3,45,3,3,3,140,3,45,140,3,140,3,140,3,140,140,3,140,3,78,Normal
78,78,78,78,140,3,78,78,140,140,3,140,140,3,140,3,140,3,140,3,Normal
3,3,3,140,140,3,140,140,3,140,3,78,78,78,78,78,140,3,78,78,Normal
140,140,3,140,140,3,140,3,140,3,140,3,140,3,3,3,3,140,3,140,Normal
3,140,3,140,3,140,140,3,140,3,78,78,78,78,78,140,3,78,78,4,Normal
140,140,3,140,140,3,140,3,140,3,140,3,140,3,45,3,3,3,140,3,Normal
45,140,3,140,3,140,3,140,140,3,140,3,78,78,78,78,78,140,3,78,Normal
78,240,240,140,140,140,240,240,240,192,140,140,3,140,3,3,3,140,78,140,Normal
3,78,240,240,192,240,140,140,140,3,78,140,3,78,78,240,240,192,3,3,Normal
3,78,140,3,78,78,240,240,192,140,140,3,3,140,3,140,78,140,3,78,Normal
3,3,140,3,219,140,3,78,78,140,3,78,78,240,240,192,140,140,3,140,Normal
140,3,140,3,140,3,140,3,140,3,125,3,125,3,125,3,140,3,219,140,Normal
3,140,3,140,3,140,140,3,140,3,78,78,78,78,78,140,3,78,78,240,Normal
311,78,33,195,196,240,78,240,265,240,240,5,197,4,240,240,78,265,240,240,Normal
197,240,240,78,265,240,240,78,265,240,240,78,33,195,196,240,240,240,240,240,Normal
33,195,196,78,78,78,78,33,33,33,5,197,192,3,3,6,91,195,195,240,Normal
240,78,265,240,78,265,240,78,33,195,196,78,78,78,78,33,33,33,5,197,Normal
192,3,3,6,91,195,196,196,196,196,4,78,265,240,240,240,5,197,78,265,Normal
240,240,240,3,78,265,240,240,240,3,78,265,240,240,240,197,78,265,240,240,Normal
240,6,78,265,240,3,78,240,240,240,240,240,240,78,240,219,45,33,5,192,Normal
6,33,192,33,3,192,125,125,125,125,125,125,45,192,197,197,197,197,85,85,Normal
195,195,174,174,174,174,6,91,192,195,5,192,6,91,45,6,5,192,195,6,Normal
5,3,3,6,3,6,6,6,6,195,5,197,197,192,3,3,3,3,45,5,Normal
197,197,192,3,3,3,3,3,3,3,3,3,3,6,91,195,195,195,195,5,Normal
221,220,220,6,195,5,220,220,6,5,197,197,192,197,197,195,195,195,195,195,Normal
195,195,3,5,6,91,5,195,195,91,6,91,6,195,6,6,54,197,3,192,Normal
3,3,192,3,91,6,91,195,195,195,6,195,5,6,5,3,6,91,195,6,Normal
6,6,195,5,5,5,6,91,3,6,195,5,6,91,5,6,5,5,6,3,Normal
6,6,195,195,195,3,45,6,91,195,5,5,5,5,5,6,191,6,195,195,Normal
60,5,195,195,195,195,195,195,195,195,83,120,7,6,11,33,5,6,6,197,Normal
5,192,125,125,125,125,258,192,197,197,197,197,85,85,174,174,174,174,195,5,Normal
3,195,6,6,5,45,6,195,6,6,6,6,195,5,6,91,197,6,5,195,Normal
6,91,6,6,6,6,195,6,6,201,199,6,85,192,6,3,91,5,6,192,Normal
6,6,45,5,197,197,192,3,3,3,3,3,3,3,3,3,3,6,91,195,Normal
